Term,IDF
тагил,5.643856
сахаавиа,5.643856
хорог,5.643856
уэстононгрин,6.643856
сухуми,5.058894
авиастар,6.643856
окленд,5.058894
гюмри,5.643856
курсив,4.058894
розовый,4.058894
пропажа,6.643856
коголибо,5.643856
катастрофаподлибревиль,6.643856
габонеавиационный,6.643856
годаавиационный,6.643856
командамисобытие,6.643856
апреляапрель,6.643856
габонесборный,6.643856
футболуавиационный,6.643856
языквикипедияхоронуть,6.643856
техникестраница,6.643856
юлианский,6.643856
обезьяна,4.643856
петух,5.058894
эфиопский,4.643856
древнеиндийский,6.643856
викрамсамватый,6.643856
шак,6.643856
самвата,6.643856
калиюг,6.643856
буддийский,5.643856
голоценовый,6.643856
летосчисление,6.643856
хэйсэя,6.643856
республиканский,4.058894
чучхе,6.643856
миньго,6.643856
невисокосный,6.643856
пн,5.643856
вт,5.643856
чт,5.643856
пт,5.643856
эмблема,2.943416
пилотировать,5.058894
персона,4.321928
нобелевский,3.473931
событияправить,6.643856
январьправить,5.058894
бархатный,6.643856
развод,5.058894
чехословакия,4.643856
мирно,6.643856
странучастница,6.643856
еэс,5.058894
выезжать,6.643856
буш,4.643856
снв,5.058894
кремль,2.836501
боеголовка,6.643856
гумистинский,6.643856
сухум,6.643856
мейнленд,6.643856
шетландский,5.058894
утечка,4.321928
тонна,3.473931
альберто,5.643856
фухиморить,6.643856
ввл,4.321928
насерый,6.643856
орич,6.643856
кравица,6.643856
братунац,6.643856
шилькович,6.643856
ежештица,6.643856
баневич,6.643856
мандичь,6.643856
ангола,3.058894
унита,6.643856
жонаша,6.643856
савимбить,6.643856
уамбо,6.643856
поправка,3.473931
рсфср,3.184425
чеченоингушский,5.643856
момиро,6.643856
булатович,6.643856
нато,3.058894
бомбовый,6.643856
гдр,4.058894
хонеккер,6.643856
старт,5.058894
спейс,5.643856
шаттл,5.643856
индевора,6.643856
каспер,6.643856
доналд,6.643856
макмонэглый,6.643856
марио,4.643856
ранко,6.643856
грегори,4.321928
харбо,6.643856
сьюзан,5.643856
хелмс,6.643856
конвенция,3.836501
запрещение,4.643856
накопление,5.058894
клинтон,4.643856
беард,6.643856
незаконно,5.058894
сняться,3.643856
кимб,6.643856
вуд,4.643856
сантабарбара,6.643856
гаити,3.473931
бойкотировать,6.643856
избиратель,3.473931
пакет,4.321928
ооп,5.643856
ясир,6.643856
арафат,6.643856
интервью,2.943416
инаугурация,3.836501
бушастарший,6.643856
хиллари,5.058894
гомосексуал,5.058894
опрос,3.643856
масленица,6.643856
отвовывание,6.643856
учредительный,5.058894
рксм,6.643856
тм,5.643856
манаковы,6.643856
полещука,6.643856
жанпьер,4.058894
эньер,6.643856
орбитальный,5.058894
выставка,4.321928
подольчак,6.643856
поуля,6.643856
нюрупа,6.643856
расмуссный,6.643856
премьерминистр,2.058894
вацлав,6.643856
гавел,6.643856
кислов,5.643856
покушение,4.058894
барбадос,3.836501
центристский,5.643856
медельинский,6.643856
картель,6.643856
заминировать,5.643856
богот,6.643856
авиакомпания,5.058894
февральправить,5.058894
приземление,6.643856
авдеев,6.643856
карим,4.643856
пожизненный,4.321928
пользование,5.058894
андорра,3.836501
одобрить,3.058894
арутюнян,5.643856
отставка,3.058894
багратян,6.643856
причастность,3.473931
гкчп,5.643856
ратифицировать,5.058894
лихтенштейн,4.321928
ландтаг,6.643856
пассажирский,3.836501
тум,6.643856
истребитель,3.836501
боровца,6.643856
общекомандный,6.643856
зачте,5.643856
хартум,4.643856
балджер,6.643856
ливерпуль,5.058894
венеблс,6.643856
осудить,2.836501
восстановительный,5.643856
съезд,3.643856
зюганов,4.643856
альгирдас,6.643856
бразаускас,6.643856
глафкос,6.643856
клиридис,6.643856
зафи,6.643856
ковач,6.643856
учредить,3.643856
рао,6.643856
газпром,4.321928
портопренс,6.643856
перевернуться,5.643856
паром,5.643856
нептун,5.058894
космодром,5.058894
утиноура,6.643856
рентгеновский,6.643856
орбита,6.643856
тюмень,5.643856
азербайджанец,5.643856
мусаев,6.643856
стокгольм,5.643856
мусай,6.643856
трибунал,4.321928
штабквартира,3.836501
гаага,5.058894
японец,4.058894
юкихиро,6.643856
мацумото,6.643856
перспективный,5.058894
брайан,4.643856
малруни,6.643856
ассамблея,2.836501
ким,3.473931
втц,6.643856
гараж,4.643856
взорваться,5.058894
лапшин,5.643856
руслан,4.321928
аушев,6.643856
мартправить,5.643856
миротворческий,4.643856
сургут,6.643856
межправительственный,4.643856
скопье,6.643856
ангольский,5.058894
обстрелять,3.643856
внеочередной,5.058894
лечебный,5.058894
аборт,5.643856
пенсакола,6.643856
гинеколог,6.643856
ганна,6.643856
создиться,4.643856
кризисный,5.643856
джулио,5.643856
андреотти,6.643856
сессия,3.321928
проголосовать,3.643856
нераспространение,6.643856
недопущение,5.058894
инспектор,3.836501
бомбей,6.643856
давууд,6.643856
лейбористский,6.643856
китинг,6.643856
норман,5.058894
ламонт,5.643856
топливо,3.473931
односторонний,4.643856
эвакуация,3.643856
сребреница,6.643856
ликвидация,3.321928
альфредо,6.643856
кристиани,6.643856
амнистия,5.058894
подложить,5.643856
уоррингтон,6.643856
огласить,4.643856
эзер,6.643856
вейцман,6.643856
каслрок,6.643856
лондондерри,6.643856
ольстер,6.643856
расстрелять,4.643856
резолюция,3.321928
барисало,6.643856
тентулий,6.643856
затонуть,3.836501
бангладешский,5.058894
отрешение,4.321928
депутатский,4.643856
цзян,6.643856
цзэминь,6.643856
махаман,6.643856
усман,4.643856
карабахский,5.643856
кельбаджар,6.643856
нкр,6.643856
улучшить,2.943416
эдуар,4.643856
балладюр,6.643856
социалистический,3.058894
вспышка,5.058894
сверхновый,6.643856
яркость,6.643856
лосанджелес,3.473931
вручение,4.321928
кинопремия,4.058894
вестерн,5.058894
клинт,4.643856
иствуд,4.643856
непрощнный,5.643856
уполномочивать,6.643856
сбивать,5.058894
наземный,4.643856
радар,5.643856
апрельправить,6.643856
осетиноингушский,6.643856
пригородный,4.643856
возобновляться,6.643856
ванкувер,4.643856
ванкуверский,6.643856
декларация,4.643856
партнрство,4.643856
нефтяной,3.058894
лукойл,4.643856
концерн,5.058894
вещать,5.058894
авторадио,5.643856
